email,fax,form,govxcontentsection,govxdescription,language,managername,mmdOfficesTypes,mmdOfficesTypes_tid,nid,officenamecode,officetypecode,payments,receptionaddressnotes,receptionphonenumbers,title,websiteurl
doron.l@hevel-yavne.org.il,03-6361052,"{""onlineurl"": ""~"", ""email"": ""doron.l@hevel-yavne.org.il"", ""fax"": ""03-6361052"", ""letter"": ""\u05d3.\u05e0. \u05d0\u05d1\u05d8\u05d7 79860\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,דורון לוז,ועדים מקומיים,371,3466,13510,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05de\u05d6\u05e8\u05d7\u05d9, \u05e1\u05e0\u05d9\u05e3 416, \u05d7\u05e9\u05d1\u05d5\u05df 305418\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05de\u05d6\u05e8\u05d7\u05d9, \u05e1\u05e0\u05d9\u05e3 416, \u05d7\u05e9\u05d1\u05d5\u05df 305418\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",ד.נ. אבטח 79860,08-8622100,בני דרום,"{""url"": ""http://www.hevel-yavne.org.il"", ""title"": ""http://www.hevel-yavne.org.il""}"
info@lev-hasharon.com,09-7961219,"{""onlineurl"": ""~"", ""email"": ""info@lev-hasharon.com"", ""fax"": ""09-7961219"", ""letter"": ""\u05d3\u05d5\u05d0\u05e8 \u05ea\u05dc \u05de\u05d5\u05e0\u05d3\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,פנינה אמויאל - משה,ועדים מקומיים,371,3278,13355,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 648, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 8450042"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 648, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 8450042"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",דואר תל מונד,09-7960232,בני דרור,"{""url"": ""www.lev-hasharon.com"", ""title"": ""www.lev-hasharon.com""}"
etir@golan.org.il,04-6961535,"{""onlineurl"": ""~"", ""email"": ""etir@golan.org.il"", ""fax"": ""04-6961535"", ""letter"": ""\u05ea.\u05d3. 13, \u05e7\u05e6\u05e8\u05d9\u05df 1290005\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,אתי ריימונד,ועדים מקומיים,371,3855,13874,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 732, \u05d7\u05e9\u05d1\u05d5\u05df 2600/43\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 732, \u05d7\u05e9\u05d1\u05d5\u05df 2600/43\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 13, קצרין 1290005",04-6969701,בני יהודה,"{""url"": ""www.golan.org.il"", ""title"": ""www.golan.org.il""}"
mordib@erc.org.il,08-9929147,"{""onlineurl"": ""~"", ""email"": ""mordib@erc.org.il"", ""fax"": ""08-9929147"", ""letter"": ""\u05de.\u05d0. \u05d0\u05e9\u05db\u05d5\u05dc, \u05d3.\u05e0. \u05d4\u05e0\u05d2\u05d1 85465\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,מרדכי ביטון,ועדים מקומיים,371,3598,13640,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 633, \u05d7\u05e9\u05d1\u05d5\u05df 9164"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 633, \u05d7\u05e9\u05d1\u05d5\u05df 9164"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","מ.א. אשכול, ד.נ. הנגב 85465",08-9929103,בני נצרים,"{""url"": ""www.eshkol.info"", ""title"": ""www.eshkol.info""}"
pnina@modiin-region.muni.il,03-9722815,"{""onlineurl"": ""~"", ""email"": ""pnina@modiin-region.muni.il"", ""fax"": ""03-9722815"", ""letter"": ""\u05e8\u05d7' \u05de\u05d5\u05d3\u05d9\u05e2\u05d9\u05dd 10, \u05e9\u05d4\u05dd 6083210\r\n""}","<p><span style=""font-size: 12px;"">הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</span></p>",,he,יוסי אלימלך,ועדים מקומיים,371,3365,13410,13,"{""onlineurl"": """", ""banktransfer"": """", ""postalbank"": """", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","רח' מודיעים 10, שהם 6083210",03-9722805,בני עטרות,"{""url"": ""http://www.modiin-region.muni.il"", ""title"": ""http://www.modiin-region.muni.il""}"
avishagc@hof-hasharon.co.il,09-8859028,"{""onlineurl"": ""~"", ""email"": ""avishagc@hof-hasharon.co.il"", ""fax"": ""09-8859028"", ""letter"": ""\u05d3\u05d5\u05d0\u05e8 \u05e9\u05e4\u05d9\u05d9\u05dd 6099000\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,אבישג כרמי,ועדים מקומיים,371,3285,13362,13,"{""onlineurl"": """", ""banktransfer"": ""\u05de\u05d5\u05e2\u05e6\u05d4 \u05d0\u05d6\u05d5\u05e8\u05d9\u05ea \u05d7\u05d5\u05e3 \u05d4\u05e9\u05e8\u05d5\u05df\r\n\u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 507600/36\r\n\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 \u05dc\u05d9\u05e9\u05e8\u05d0\u05dc \u05d1\u05e2\""\u05de\r\n\u05e1\u05e0\u05d9\u05e3 : \u05d0\u05dc\u05d5\u05e0\u05d9 \u05d4\u05e9\u05e8\u05d5\u05df\r\n\u05de\u05e1\u05e4\u05e8 648\r\n"", ""postalbank"": ""\u05de\u05d5\u05e2\u05e6\u05d4 \u05d0\u05d6\u05d5\u05e8\u05d9\u05ea \u05d7\u05d5\u05e3 \u05d4\u05e9\u05e8\u05d5\u05df\r\n\u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 507600/36\r\n\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 \u05dc\u05d9\u05e9\u05e8\u05d0\u05dc \u05d1\u05e2\""\u05de\r\n\u05e1\u05e0\u05d9\u05e3 : \u05d0\u05dc\u05d5\u05e0\u05d9 \u05d4\u05e9\u05e8\u05d5\u05df\r\n\u05de\u05e1\u05e4\u05e8 648\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",דואר שפיים 6099000,09-9594662,בני ציון,"{""url"": ""/www.hof-hasharon.co.il"", ""title"": ""/www.hof-hasharon.co.il""}"
nirit@ma-soreq.org.il,073-7164215,"{""onlineurl"": ""~"", ""email"": ""nirit@ma-soreq.org.il"", ""fax"": ""073-7164215"", ""letter"": ""\u05d3.\u05e0. \u05e2\u05de\u05e7 \u05e9\u05d5\u05e8\u05e7, \u05d9\u05d3 \u05d1\u05e0\u05d9\u05de\u05d9\u05df 7681200\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,נירית כנה,ועדים מקומיים,371,3500,13543,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05e4\u05d5\u05e2\u05dc\u05d9 \u05d0\u05d2\u05d5\u05d3\u05ea \u05d9\u05e9\u05e8\u05d0\u05dc, \u05e1\u05e0\u05d9\u05e3 186, \u05d7\u05e9\u05d1\u05d5\u05df 409-821721"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05e4\u05d5\u05e2\u05dc\u05d9 \u05d0\u05d2\u05d5\u05d3\u05ea \u05d9\u05e9\u05e8\u05d0\u05dc, \u05e1\u05e0\u05d9\u05e3 186, \u05d7\u05e9\u05d1\u05d5\u05df 409-821721"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ד.נ. עמק שורק, יד בנימין 7681200",08-8634215,בני ראם,"{""url"": ""www.ma-soreq.org.il"", ""title"": ""www.ma-soreq.org.il""}"
dafna@brener.org.il,08-9413346,"{""onlineurl"": ""~"", ""email"": ""dafna@brener.org.il"", ""fax"": ""08-9413346"", ""letter"": ""\u05d2\u05d1\u05e2\u05ea \u05d1\u05e8\u05e0\u05e8 6094800\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,"עו""ד דפנה קירו-כהן",ועדים מקומיים,371,3460,13504,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 615, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 38190"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 615, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 38190"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",גבעת ברנר 6094800,08-9399967,בניה,"{""url"": ""www.brener.org.il"", ""title"": ""www.brener.org.il""}"
Michal-t@bezalel.ac.il,02-5820595,"{""onlineurl"": ""~"", ""email"": ""Michal-t@bezalel.ac.il"", ""fax"": ""02-5820595"", ""letter"": ""\u05d1\u05e6\u05dc\u05d0\u05dc, \u05d4\u05e8 \u05d4\u05e6\u05d5\u05e4\u05d9\u05dd, \u05ea.\u05d3. 24046, \u05d9\u05e8\u05d5\u05e9\u05dc\u05d9\u05dd 91240""}","<p>בצלאל - אקדמיה לעיצוב ואומנות ירושלים מכשירה סטודנטים בתחומים הבאים: אמנויות פלסטיות, ארכיטקטורה, צילום, גרפיקה, עיצוב ואמנויות, קרמיקה, צורפות וכן בהיסטוריה ותיאוריה של האמנויות.</p>",,und,מיכל תורג'מן,השכלה גבוהה,281,1047,7009,7,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd \u05e1\u05e0\u05d9\u05e3 690 \u05d7\u05e9\u05d1\u05d5\u05df \u05de\u05e1\u05e4\u05e8 390777"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd \u05e1\u05e0\u05d9\u05e3 690 \u05d7\u05e9\u05d1\u05d5\u05df \u05de\u05e1\u05e4\u05e8 390777"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","בצלאל, הר הצופים, ת.ד. 24046, ירושלים 91240",02-5893303,בצלאל- אקדמיה לעיצוב ואומנות בירושלים,"{""url"": ""http://www.bezalel.ac.il"", ""title"": ""http://www.bezalel.ac.il""}"
avishagc@hof-hasharon.co.il,09-8859028,"{""onlineurl"": ""~"", ""email"": ""avishagc@hof-hasharon.co.il"", ""fax"": ""09-8859028"", ""letter"": ""\u05d3\u05d5\u05d0\u05e8 \u05e9\u05e4\u05d9\u05d9\u05dd 6099000\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,אבישג כרמי,ועדים מקומיים,371,3286,13363,13,"{""onlineurl"": """", ""banktransfer"": ""\u05de\u05d5\u05e2\u05e6\u05d4 \u05d0\u05d6\u05d5\u05e8\u05d9\u05ea \u05d7\u05d5\u05e3 \u05d4\u05e9\u05e8\u05d5\u05df\r\n\u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 507600/36\r\n\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 \u05dc\u05d9\u05e9\u05e8\u05d0\u05dc \u05d1\u05e2\""\u05de\r\n\u05e1\u05e0\u05d9\u05e3 : \u05d0\u05dc\u05d5\u05e0\u05d9 \u05d4\u05e9\u05e8\u05d5\u05df\r\n\u05de\u05e1\u05e4\u05e8 648\r\n"", ""postalbank"": ""\u05de\u05d5\u05e2\u05e6\u05d4 \u05d0\u05d6\u05d5\u05e8\u05d9\u05ea \u05d7\u05d5\u05e3 \u05d4\u05e9\u05e8\u05d5\u05df\r\n\u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 507600/36\r\n\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 \u05dc\u05d9\u05e9\u05e8\u05d0\u05dc \u05d1\u05e2\""\u05de\r\n\u05e1\u05e0\u05d9\u05e3 : \u05d0\u05dc\u05d5\u05e0\u05d9 \u05d4\u05e9\u05e8\u05d5\u05df\r\n\u05de\u05e1\u05e4\u05e8 648\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",דואר שפיים 6099000,09-9594662,בצרה,"{""url"": ""www.hof-hasharon.co.il"", ""title"": ""www.hof-hasharon.co.il""}"
dmoshe@matteasher.org.il,04-9879794,"{""onlineurl"": ""~"", ""email"": ""dmoshe@matteasher.org.il"", ""fax"": ""04-9879794"", ""letter"": ""\u05d3.\u05e0. \u05d2\u05dc\u05d9\u05dc \u05de\u05e2\u05e8\u05d1\u05d9, \u05de\u05d5\u05e2\u05e6\u05d4 \u05de\u05e7\u05d5\u05de\u05d9\u05ea \u05de\u05d8\u05d4 \u05d0\u05e9\u05e8\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,משה דוידוביץ,ועדים מקומיים,371,3300,13075,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 960, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 117600/74"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 960, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 117600/74"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ד.נ. גליל מערבי, מועצה מקומית מטה אשר",04-9879602,בצת,"{""url"": ""www.matte-asher-region.muni.il"", ""title"": ""www.matte-asher-region.muni.il""}"
pinit@m-yehuda.org.il,02-9958601,"{""onlineurl"": ""~"", ""email"": ""pinit@m-yehuda.org.il"", ""fax"": ""02-9958601"", ""letter"": ""\u05de\u05e8\u05db\u05d6 \u05d0\u05d6\u05d5\u05e8\u05d9 \u05d4\u05e8 \u05d8\u05d5\u05d1, \u05d3.\u05e0. \u05e9\u05de\u05e9\u05d5\u05df 99700\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,פיני טורן,ועדים מקומיים,371,3394,13439,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 916, \u05d7\u05e9\u05d1\u05d5\u05df 126700/66\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 916, \u05d7\u05e9\u05d1\u05d5\u05df 126700/66\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","מרכז אזורי הר טוב, ד.נ. שמשון 99700",02-9958982,בקוע,"{""url"": ""www.m-yehuda.org.il"", ""title"": ""www.m-yehuda.org.il""}"
j-v@jordanvalley.org.il,02-9943416,"{""onlineurl"": ""~"", ""email"": ""j-v@jordanvalley.org.il"", ""fax"": ""02-9943416"", ""letter"": ""\u05d3.\u05e0. \u05e2\u05e8\u05d1\u05d5\u05ea \u05d4\u05d9\u05e8\u05d3\u05df 91906\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,אושרה יחיא,ועדים מקומיים,371,3923,13940,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05de\u05d6\u05e8\u05d7\u05d9, \u05e1\u05e0\u05d9\u05e3 439, \u05d7\u05e9\u05d1\u05d5\u05df 177033\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05de\u05d6\u05e8\u05d7\u05d9, \u05e1\u05e0\u05d9\u05e3 439, \u05d7\u05e9\u05d1\u05d5\u05df 177033\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",ד.נ. ערבות הירדן 91906,02-9946666,בקעות,"{""url"": ""www.jordanvalley.org.il"", ""title"": ""www.jordanvalley.org.il""}"
haddad77@walla.com,04-9580379,"{""onlineurl"": ""~"", ""email"": ""haddad77@walla.com"", ""fax"": ""04-9580379 "", ""letter"": ""\u05db\u05e8\u05de\u05d9\u05d0\u05dc \u05d0\u05d6\u05d5\u05e8 \u05ea\u05e2\u05e9\u05d9\u05d4, \u05ea.\u05d3. 809""}",,,he,אינג' אברהים חדאד,ועדת תכנון מרחבית,373,4115,16030,16,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd ( 12)\r\n\u05e1\u05e0\u05d9\u05e3 747, \u05de\u05e1' \u05d7\u05e9\u05d1\u05d5\u05df- 699099- \u05db\u05e8\u05de\u05d9\u05d0\u05dc "", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd ( 12)\r\n\u05e1\u05e0\u05d9\u05e3 747, \u05de\u05e1' \u05d7\u05e9\u05d1\u05d5\u05df- 699099- \u05db\u05e8\u05de\u05d9\u05d0\u05dc "", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","כרמיאל אזור תעשיה, ת.ד. 809",04-9027502/3,בקעת בית הכרם,"{""url"": """", ""title"": """"}"
pinit@m-yehuda.org.il,02-9958601,"{""onlineurl"": ""~"", ""email"": ""pinit@m-yehuda.org.il"", ""fax"": ""02-9958601"", ""letter"": ""\u05de\u05e8\u05db\u05d6 \u05d0\u05d6\u05d5\u05e8\u05d9 \u05d4\u05e8 \u05d8\u05d5\u05d1, \u05d3.\u05e0. \u05e9\u05de\u05e9\u05d5\u05df 99700\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,פיני טורן,ועדים מקומיים,371,3395,13440,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 916, \u05d7\u05e9\u05d1\u05d5\u05df 126700/66\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 916, \u05d7\u05e9\u05d1\u05d5\u05df 126700/66\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","מרכז אזורי הר טוב, ד.נ. שמשון 99700",02-9958982,בר גיורא,"{""url"": ""www.m-yehuda.org.il"", ""title"": ""www.m-yehuda.org.il""}"
izko@mrg.org.il,04691989,"{""onlineurl"": ""~"", ""email"": ""izko@mrg.org.il"", ""fax"": ""04691989"", ""letter"": ""\u05de\u05d5\u05e2\u05e6\u05d4 \u05d0\u05d6\u05d5\u05e8\u05d9\u05ea \u05de\u05e8\u05d5\u05dd \u05d2\u05dc\u05d9\u05dc, \u05de\u05d9\u05e8\u05d5\u05df 1391000""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,חיים איציקוביץ',ועדים מקומיים,371,3016,13047,13,"{""onlineurl"": """", ""banktransfer"": """", ""postalbank"": """", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","מועצה אזורית מרום גליל, מירון 1391000",046919810,בר יוחאי,"{""url"": ""www.mrg.org.il"", ""title"": ""www.mrg.org.il""}"
rafiav@shomron.org.il,03-9066407,"{""onlineurl"": ""~"", ""email"": ""rafiav@shomron.org.il\r\n"", ""fax"": ""03-9066407"", ""letter"": ""\u05ea.\u05d3. 1, \u05d0.\u05ea \u05d1\u05e8\u05e7\u05df 4482000\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,רפי אביטל,ועדים מקומיים,371,3871,13888,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d0\u05d5\u05e6\u05e8 \u05d4\u05d7\u05d9\u05d9\u05dc, \u05e1\u05e0\u05d9\u05e3 343, \u05d7\u05e9\u05d1\u05d5\u05df 33348\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d0\u05d5\u05e6\u05e8 \u05d4\u05d7\u05d9\u05d9\u05dc, \u05e1\u05e0\u05d9\u05e3 343, \u05d7\u05e9\u05d1\u05d5\u05df 33348\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 1, א.ת ברקן 4482000",039066444,ברוכין,"{""url"": ""www.shomron.org.il"", ""title"": ""www.shomron.org.il""}"
lilach@sng.org.il,077-980220,"{""onlineurl"": ""~"", ""email"": ""lilach@sng.org.il"", ""fax"": ""077-980220"", ""letter"": ""\u05d3.\u05e0. \u05d7\u05d5\u05e3 \u05d0\u05e9\u05e7\u05dc\u05d5\u05df 78100\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,לילך שיינגורטן,ועדים מקומיים,371,3588,13630,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 \u05e1\u05e0\u05d9\u05e3 \u05e9\u05d3\u05e8\u05d5\u05ea 941.\r\n\u05d7\u05e9\u05d1\u05d5\u05df 17500/95\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 \u05e1\u05e0\u05d9\u05e3 \u05e9\u05d3\u05e8\u05d5\u05ea 941.\r\n\u05d7\u05e9\u05d1\u05d5\u05df 17500/95\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",ד.נ. חוף אשקלון 78100,08-6806205,ברור חיל,"{""url"": ""http://www.sng.org.il"", ""title"": ""http://www.sng.org.il""}"
udin@bns.org.il,08-9915831,"{""onlineurl"": ""~"", ""email"": ""udin@bns.org.il"", ""fax"": ""08-9915831\r\n"", ""letter"": ""\u05d3.\u05e0. \u05d4\u05e0\u05d2\u05d1 8532400""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,אודי נתן,ועדים מקומיים,371,3654,13696,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 921, \u05d7\u05e9\u05d1\u05d5\u05df 12640009"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 921, \u05d7\u05e9\u05d1\u05d5\u05df 12640009"", ""treasury"": ""\u05ea\u05e9\u05dc\u05d5\u05dd \u05d1\u05de\u05d6\u05d5\u05de\u05df, \u05d4\u05de\u05d7\u05d0\u05d4 \u05d0\u05d5 \u05db\u05e8\u05d8\u05d9\u05e1 \u05d0\u05e9\u05e8\u05d0\u05d9 \u05d1\u05e8\u05e9\u05d5\u05ea"", ""check"": ""\u05de\u05e9\u05dc\u05d5\u05d7 \u05d4\u05de\u05d7\u05d0\u05d4"", ""phone"": """", ""cash"": """"}",ד.נ. הנגב 8532400,08-9915885,ברוש,"{""url"": ""http://bns.org.il"", ""title"": ""http://bns.org.il""}"
rafiav@shomron.org.il,03-9066407,"{""onlineurl"": ""~"", ""email"": ""rafiav@shomron.org.il"", ""fax"": ""03-9066407\r\n"", ""letter"": ""\u05ea.\u05d3. 1, \u05d0.\u05ea \u05d1\u05e8\u05e7\u05df 4482000\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,רפי אביטל,ועדים מקומיים,371,3862,13879,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d0\u05d5\u05e6\u05e8 \u05d4\u05d7\u05d9\u05d9\u05dc, \u05e1\u05e0\u05d9\u05e3 343, \u05d7\u05e9\u05d1\u05d5\u05df 33348\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d0\u05d5\u05e6\u05e8 \u05d4\u05d7\u05d9\u05d9\u05dc, \u05e1\u05e0\u05d9\u05e3 343, \u05d7\u05e9\u05d1\u05d5\u05df 33348\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 1, א.ת ברקן 4482000",039066444,ברכה,"{""url"": ""www.shomron.org.il"", ""title"": ""www.shomron.org.il""}"
