Title,Published,MMDOfficesTypes,GovXDescription,ManagerName,Email,Fax,ReceptionAddressNotes,ReceptionPhoneNumbers,websiteURL,PaymentBankTransfer,GovXContentSection,FormEmail,FormFax,FormLetter,FormOnlineURL,forWizard,MMDSubjects,MMDTypes,OfficeIcon,OfficeNameCode,OfficeTypeCode,PaymentCash,PaymentCheck,PaymentOnlineURL,PaymentPhone,PaymentPostalBank,PaymentTreasury
נחשונים,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13396,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
חורשים,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13395,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
גבעת השלושה ,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13394,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
אייל,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13393,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
צור נתן,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13392,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
שדי חמד,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13391,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
שדה ורבורג,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13390,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
צופית,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13389,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
נווה ירק,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13387,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
עדנים,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13388,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
נווה ימין ,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13386,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
מעש,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201
","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13385,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201
",
מגשימים,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13384,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
כפר סירקין ,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201
","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13383,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201
",
כפר מלל,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201
","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13382,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201
",
ירקונה,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201
","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13381,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201
",
ירחיב,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13380,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
חגור,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13379,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
גן חיים,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13378,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
גבעת חן,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13377,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
אלישמע,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13376,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
צור יצחק,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,,03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,,~,Yes,,,,13375,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
מתן,Yes,ועדים מקומיים,,בועז שויגר,shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",03-9000526,"<a href=""http://www.dsharon.org.il"">www.dsharon.org.il</a>","בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",shviger@dsharon.org.il,03-9000528,"ת.ד. 500, נוה ירק 4994500
",~,Yes,,,,13374,13,,,,,"בנק איגוד, סניף 075, חשבון 083000013, ח.פ. 500242201",
עראמשה,Yes,ועדים מקומיים,,משה דוידוביץ,dmoshe@matteasher.org.il,04-9879794,"ד.נ. גליל מערבי, מועצה מקומית מטה אשר
",04-9879602,"<a href=""http://www.matte-asher-region.muni.il"">www.matte-asher-region.muni.il</a>","בנק לאומי, סניף 960, מספר חשבון 117600/74","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",dmoshe@matteasher.org.il,04-9879794,"ד.נ. גליל מערבי, מועצה מקומית מטה אשר
",~,No,,,,13102,13,,,,,"בנק לאומי, סניף 960, מספר חשבון 117600/74",
כליל,Yes,ועדים מקומיים,,משה דוידוביץ,dmoshe@matteasher.org.il,04-9879794,"ד.נ. גליל מערבי, מועצה מקומית מטה אשר
",04-9879602,"<a href=""http://www.matte-asher-region.muni.il"">www.matte-asher-region.muni.il</a>","בנק לאומי, סניף 960, מספר חשבון 117600/74","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",dmoshe@matteasher.org.il,04-9879794,"ד.נ. גליל מערבי, מועצה מקומית מטה אשר
",~,No,,,,13101,13,,,,,"בנק לאומי, סניף 960, מספר חשבון 117600/74",
אשרת,Yes,ועדים מקומיים,,משה דוידוביץ,dmoshe@matteasher.org.il,04-9879794,"ד.נ. גליל מערבי, מועצה מקומית מטה אשר
",04-9879602,"<a href=""http://www.matte-asher-region.muni.il"">www.matte-asher-region.muni.il</a>","בנק לאומי, סניף 960, מספר חשבון 117600/74","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",dmoshe@matteasher.org.il,04-9879794,"ד.נ. גליל מערבי, מועצה מקומית מטה אשר
",~,No,,,,13100,13,,,,,"בנק לאומי, סניף 960, מספר חשבון 117600/74",
נס עמים,Yes,ועדים מקומיים,,משה דוידוביץ,dmoshe@matteasher.org.il,04-9879794,"ד.נ. גליל מערבי, מועצה מקומית מטה אשר
",04-9879602,"<a href=""http://www.matte-asher-region.muni.il"">www.matte-asher-region.muni.il</a>","בנק לאומי, סניף 960, מספר חשבון 117600/74","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>
",dmoshe@matteasher.org.il,04-9879794,"ד.נ. גליל מערבי, מועצה מקומית מטה אשר
",~,No,,,,13099,13,,,,,"בנק לאומי, סניף 960, מספר חשבון 117600/74",
